drug_id,name,smiles,native_feature_index,gene_symbol,drug_to_target_logit,target_to_drug_logit,ours_rank,evidence,dtiam_probability,dtiam_rank,drugclip_score,drugclip_max_mean_cosine,winning_pocket,winning_pocket_fold_cosine_std,fold_0_rank,fold_1_rank,fold_2_rank,fold_3_rank,fold_4_rank,fold_5_rank,fold_top20_count,drugclip_cosine_rank,drugclip_rank,drugclip_pocket_route,models_in_top20
BCFGMOOMADDAQU-UHFFFAOYSA-N,lapatinib,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,160902,HGF,-15.211672,-13.576775,416,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.69225514,105,-0.42780545,-0.07918252,HGF_P2RANK_3,0.07760652,540,584,485,581,705,599,0,605,614,P2RANK,0
MJIHNNLFOKEZEW-RUZDIDTESA-N,dexlansoprazole,Cc1c(OCC(F)(F)F)ccnc1C[S@@+]([O-])c1nc2ccccc2[nH]1,180923,HGF,-12.975171,-13.581781,417,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.52330166,192,0.37227368,0.03792348,HGF_P2RANK_3,0.12803762,340,448,292,502,331,132,0,432,419,P2RANK,0
WSEQXVZVJXJVFP-UHFFFAOYSA-N,citalopram,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,89873,HGF,-17.046627,-13.596231,418,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.17555879,541,0.9786372,0.18091683,HGF_P2RANK_2,0.0754975,329,246,334,247,371,152,0,195,251,P2RANK,0
SDEAXTCZPQIFQM-UHFFFAOYSA-N,tucatinib,Cc1cc(Nc2ncnc3ccc(NC4=NC(C)(C)CO4)cc23)ccc1Oc1ccn2ncnc2c1,189473,HGF,-15.18589,-13.636613,419,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.5663837,165,0.049854722,-0.0092683425,HGF_P2RANK_3,0.103451185,356,553,247,537,693,477,0,515,509,P2RANK,0
RLAWWYSOJDYHDC-BZSNNMDCSA-N,lisinopril,NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,247231,HGF,-12.6236725,-13.646456,420,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.47008902,240,1.4779172,0.22018676,HGF_P2RANK_1,0.09466798,274,118,366,91,134,69,0,150,138,P2RANK,0
XTNGUQKDFGDXSJ-ZXGKGEBGSA-N,canagliflozin,Cc1ccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ccc(-c2ccc(F)cc2)s1,199836,HGF,-14.15048,-13.654956,421,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.50061435,213,1.1935883,0.21909223,HGF_P2RANK_2,0.099203296,237,120,91,274,92,93,0,152,193,P2RANK,0
TTWJBBZEZQICBI-UHFFFAOYSA-N,metoclopramide,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,63703,HGF,-11.925367,-13.662278,422,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.1578525,568,2.1325948,0.38586023,HGF_P2RANK_2,0.07383266,95,177,36,49,201,81,0,34,50,P2RANK,0
CEUORZQYGODEFX-UHFFFAOYSA-N,aripiprazole;aripiprazole lauroxil,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,290964,HGF,-15.879491,-13.675033,423,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.6151007,136,1.1831532,0.21723895,HGF_P2RANK_2,0.10416157,259,168,184,415,91,188,0,155,198,P2RANK,0
MNDBXUUTURYVHR-UHFFFAOYSA-N,roflumilast,O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,275929,HGF,-14.623834,-13.697199,424,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.6972368,102,-0.2378373,-0.051377255,HGF_P2RANK_3,0.11854668,620,554,435,454,314,640,0,568,579,P2RANK,0
VHGCDTVCOLNTBX-QGZVFWFLSA-N,atomoxetine,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,106773,HGF,-15.807684,-13.699268,425,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.19683537,505,0.3464733,0.034147132,HGF_P2RANK_3,0.07435268,368,456,409,291,395,409,0,439,426,P2RANK,0
ZBMZVLHSJCTVON-UHFFFAOYSA-N,sotalol,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,33764,HGF,-12.308794,-13.710082,426,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.10936403,653,2.932791,0.5279754,HGF_P2RANK_2,0.067248665,52,47,6,21,22,18,2,4,8,P2RANK,1
CBRJPFGIXUFMTM-WDEREUQCSA-N,ritlecitinib,C=CC(=O)N1C[C@H](Nc2ncnc3[nH]ccc23)CC[C@@H]1C,8016,HGF,-16.592627,-13.712713,427,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.5542606,172,1.17026,0.15472315,HGF_P2RANK_3,0.06459009,103,281,284,308,284,234,0,238,202,P2RANK,0
UBQNRHZMVUUOMG-UHFFFAOYSA-N,zonisamide,NS(=O)(=O)Cc1noc2ccccc12,248630,HGF,-13.042472,-13.727323,428,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.07845997,700,-0.67098844,-0.11205735,HGF_P2RANK_2,0.12669888,662,398,566,658,707,708,0,648,663,P2RANK,0
WEAJZXNPAWBCOA-INIZCTEOSA-N,avanafil,COc1ccc(CNc2nc(N3CCC[C@H]3CO)ncc2C(=O)NCc2ncccn2)cc1Cl,144245,HGF,-15.503477,-13.75038,429,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.6193096,134,-0.51810086,-0.08505527,HGF_P2RANK_1,0.08089445,598,696,486,653,546,594,0,614,633,P2RANK,0
KDGFLJKFZUIJMX-UHFFFAOYSA-N,alectinib,CCc1cc2c(cc1N1CCC(N3CCOCC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,80943,HGF,-17.623274,-13.759683,430,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.847776,40,0.2584637,0.05301373,HGF_P2RANK_2,0.07972711,281,393,443,595,587,516,0,411,450,P2RANK,0
JIVPVXMEBJLZRO-UHFFFAOYSA-N,chlorthalidone,NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,249068,HGF,-13.562886,-13.779992,431,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.29271522,400,1.1056191,0.20346886,HGF_P2RANK_2,0.10391038,361,128,168,459,326,191,0,170,219,P2RANK,0
HJBWBFZLDZWPHF-UHFFFAOYSA-N,apalutamide,CNC(=O)c1ccc(N2C(=S)N(c3cnc(C#N)c(C(F)(F)F)c3)C(=O)C23CCC3)cc1F,104488,HGF,-12.920412,-13.803692,432,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.26221913,429,-0.078235336,-0.0067841583,HGF_P2RANK_2,0.08389984,678,637,472,470,507,530,0,507,545,P2RANK,0
FASDKYOPVNHBLU-ZETCQYMHSA-N,pramipexole,CCCN[C@H]1CCc2nc(N)sc2C1,59625,HGF,-13.405325,-13.810649,433,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.10501694,664,3.0354848,0.42773244,HGF_P2RANK_3,0.10453384,1,101,2,8,94,32,3,21,5,P2RANK,1
HYHMLYSLQUKXKP-UHFFFAOYSA-N,bempedoic acid,CC(C)(CCCCCC(O)CCCCCC(C)(C)C(=O)O)C(=O)O,26004,HGF,-13.019839,-13.812836,434,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.15313071,577,2.0084279,0.31089166,HGF_P2RANK_1,0.07245017,69,20,191,79,138,57,1,67,61,P2RANK,0
QNZCBYKSOIHPEH-UHFFFAOYSA-N,apixaban,COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1,140238,HGF,-14.309036,-13.828039,435,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.36650974,332,0.05360741,-0.023336947,HGF_P2RANK_1,0.104657814,414,575,320,667,652,443,0,536,507,P2RANK,0
AVAACINZEOAHHE-VFZPANTDSA-N,doripenem,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](CNS(N)(=O)=O)C3)[C@H](C)[C@H]12,166588,HGF,-11.417966,-13.835001,436,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.378903,327,2.8501253,0.45480227,HGF_P2RANK_1,0.0754442,65,7,81,4,4,14,4,16,10,P2RANK,1
IYIKLHRQXLHMJQ-UHFFFAOYSA-N,amiodarone,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,58530,HGF,-14.956027,-13.848416,437,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.35264394,343,0.31306455,0.06271086,HGF_P2RANK_2,0.078669354,479,459,576,525,438,218,0,397,435,P2RANK,0
ACRHBAYQBXXRTO-OAQYLSRUSA-N,ivabradine,COc1cc2c(cc1OC)CC(=O)N(CCCN(C)C[C@H]1Cc3cc(OC)c(OC)cc31)CC2,134986,HGF,-13.887417,-13.853472,438,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.1643858,554,0.60688865,0.11235553,HGF_P2RANK_1,0.068920515,257,354,413,360,350,316,0,297,349,P2RANK,0
WSEQXVZVJXJVFP-FQEVSTJZSA-N,escitalopram,CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,90261,HGF,-17.240717,-13.857826,439,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.17555879,540,0.98139834,0.18140721,HGF_P2RANK_2,0.06998625,350,235,313,235,355,175,0,194,250,P2RANK,0
HCDMJFOHIXMBOV-UHFFFAOYSA-N,pemigatinib,CCN1C(=O)N(c2c(F)c(OC)cc(OC)c2F)Cc2cnc3[nH]c(CN4CCOCC4)cc3c21,65332,HGF,-15.06873,-13.861336,440,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.8513108,39,-1.1757193,-0.18865319,HGF_P2RANK_3,0.063760564,609,698,720,701,709,688,0,702,708,P2RANK,0
BALLNEJQLSTPIO-UHFFFAOYSA-N,fruquintinib,CNC(=O)c1c(C)oc2cc(Oc3ncnc4cc(OC)c(OC)cc34)ccc12,103868,HGF,-15.092832,-13.873411,441,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.39866886,311,0.040814795,-0.010591499,HGF_P2RANK_3,0.045939215,469,439,377,548,662,518,0,517,511,P2RANK,0
OIGNJSKKLXVSLS-VWUMJDOOSA-N,prednisone,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,176152,HGF,-16.574448,-13.880196,442,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.12021299,631,0.5682787,0.108036995,HGF_P2RANK_2,0.04267691,447,340,339,425,147,503,0,306,362,P2RANK,0
DIWRORZWFLOCLC-UHFFFAOYSA-N,lorazepam,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,294055,HGF,-13.223886,-13.886161,443,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.11556858,641,-0.26526055,-0.07720381,HGF_P2RANK_1,0.08738975,645,549,602,536,425,403,0,601,584,P2RANK,0
MVRHVFSOIWFBTE-INIZCTEOSA-N,elexacaftor,Cc1nn(C)cc1S(=O)(=O)NC(=O)c1ccc(-n2ccc(OCC(C)(C)C(F)(F)F)n2)nc1N1C[C@@H](C)CC1(C)C,215213,HGF,-11.937439,-13.909463,444,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.9231113,8,-0.52096564,-0.12157551,HGF_P2RANK_1,0.085530594,465,636,685,669,576,525,0,657,634,P2RANK,1
CMJCXYNUCSMDBY-ZDUSSCGKSA-N,encorafenib,COC(=O)N[C@@H](C)CNc1nccc(-c2cn(C(C)C)nc2-c2cc(Cl)cc(NS(C)(=O)=O)c2F)n1,111403,HGF,-16.946838,-13.923659,445,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.85969806,33,-1.4398341,-0.22857118,HGF_P2RANK_1,0.079725504,614,682,648,700,712,716,0,716,719,P2RANK,0
RHXHGRAEPCAFML-UHFFFAOYSA-N,ribociclib,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1,88754,HGF,-17.022953,-13.92491,446,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.7702719,78,-0.21793461,-0.03159481,HGF_P2RANK_2,0.07832774,473,591,523,495,631,605,0,543,572,P2RANK,0
KWGRBVOPPLSCSI-WPRPVWTQSA-N,ephedrine,CN[C@@H](C)[C@H](O)c1ccccc1,107846,HGF,-14.364449,-13.967316,447,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.083233096,697,1.049873,0.13710235,HGF_P2RANK_3,0.11337141,73,481,72,249,478,342,0,265,233,P2RANK,0
NCNRHFGMJRPRSK-MDZDMXLPSA-N,belinostat,O=C(/C=C/c1cccc(S(=O)(=O)Nc2ccccc2)c1)NO,261800,HGF,-12.766823,-13.981234,448,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.25712913,437,2.1193323,0.38350475,HGF_P2RANK_2,0.08698764,39,127,28,147,125,147,0,36,52,P2RANK,0
FAEKWTJYAYMJKF-QHCPKHFHSA-N,repaglinide,CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,73344,HGF,-12.3499155,-14.005724,449,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.40608013,303,-0.02188053,-0.03624362,HGF_P2RANK_1,0.111621425,577,624,577,530,532,242,0,551,524,P2RANK,0
TXEIIPDJKFWEEC-UHFFFAOYSA-N,tafamidis,O=C(O)c1ccc2nc(-c3cc(Cl)cc(Cl)c3)oc2c1,285527,HGF,-13.855555,-14.022212,450,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.10464357,665,0.67263305,0.11345411,HGF_P2RANK_3,0.105909154,453,211,182,583,377,112,0,293,333,P2RANK,0
GPXBXXGIAQBQNI-UHFFFAOYSA-N,vemurafenib,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,60523,HGF,-17.557844,-14.025039,451,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.8725359,25,-0.3739573,-0.07130087,HGF_P2RANK_3,0.0762223,701,371,684,623,657,492,0,589,604,P2RANK,0
STUWGJZDJHPWGZ-LBPRGKRZSA-N,alpelisib,Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccnc(C(C)(C)C(F)(F)F)c1,210722,HGF,-13.456228,-14.025794,452,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.534563,183,0.408443,0.07965012,HGF_P2RANK_2,0.104233444,418,505,169,465,462,303,0,363,409,P2RANK,0
KAQKFAOMNZTLHT-OZUDYXHBSA-N,epoprostenol,CCCCC[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)O)O[C@H]2C[C@H]1O,56056,HGF,-13.385919,-14.036455,453,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.3122096,381,1.697363,0.25770685,HGF_P2RANK_1,0.068645574,110,43,262,96,200,91,0,111,97,P2RANK,0
XOFYZVNMUHMLCC-ZPOLXVRWSA-N,prednisone,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,176142,HGF,-16.316565,-14.045042,454,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.11879927,636,0.5419336,0.1033581,HGF_P2RANK_2,0.044649806,444,319,322,445,99,481,0,317,373,P2RANK,0
NBGABHGMJVIVBW-QHCPKHFHSA-N,daridorexant,COc1ccc(-n2nccn2)c(C(=O)N2CCC[C@@]2(C)c2nc3c(C)c(Cl)ccc3[nH]2)c1,140323,HGF,-13.232074,-14.070558,455,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.7804474,70,-1.4186798,-0.2671555,HGF_P2RANK_1,0.07065653,709,717,714,716,655,697,0,720,718,P2RANK,0
DKNWSYNQZKUICI-UHFFFAOYSA-N,amantadine,NC12CC3CC(CC(C3)C1)C2,245830,HGF,-15.683611,-14.07299,456,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.1625779,558,0.7969043,0.10007583,HGF_P2RANK_3,0.111765884,641,385,246,74,432,273,0,323,298,P2RANK,0
FELGMEQIXOGIFQ-UHFFFAOYSA-N,ondansetron,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,214242,HGF,-16.174929,-14.073568,457,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.40899327,299,0.41555756,0.08091366,HGF_P2RANK_2,0.057156827,370,386,380,449,248,485,0,360,408,P2RANK,0
XJGVXQDUIWGIRW-UHFFFAOYSA-N,loxapine,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,99209,HGF,-15.378187,-14.078873,458,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.21511732,486,-0.2181546,-0.031633876,HGF_P2RANK_2,0.116380125,476,593,655,551,554,375,0,544,573,P2RANK,0
HFNKQEVNSGCOJV-OAHLLOKOSA-N,ruxolitinib,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,232410,HGF,-15.974062,-14.084025,459,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.86036366,32,0.40009716,0.041995954,HGF_P2RANK_3,0.07315519,459,388,390,320,374,620,0,425,412,P2RANK,0
MFBCDACCJCDGBA-UHFFFAOYSA-N,trifarotene,CC(C)(C)c1cc(-c2cc(-c3ccc(C(=O)O)cc3)ccc2OCCO)ccc1N1CCCC1,24244,HGF,-12.915868,-14.097342,460,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.530497,186,0.1180032,-0.012326772,HGF_P2RANK_1,0.1362767,247,583,495,655,414,440,0,519,492,P2RANK,0
HARRKNSQXBRBGZ-GVKWWOCJSA-N,zuranolone,C[C@@]1(O)CC[C@H]2[C@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H](C(=O)Cn4cc(C#N)cn4)CC[C@@H]32)C1,170290,HGF,-13.912503,-14.098642,461,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.4776914,234,0.85142356,0.10805571,HGF_P2RANK_3,0.08334994,445,82,434,285,503,213,0,305,279,P2RANK,0
AHJRHEGDXFFMBM-UHFFFAOYSA-N,palbociclib,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,19716,HGF,-16.535746,-14.099969,462,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.8928687,16,0.47146562,0.0867505,HGF_P2RANK_1,0.05983207,282,289,361,487,254,297,0,345,394,P2RANK,1
GEJDGVNQKABXKG-CFKGEZKQSA-N,valbenazine,COc1cc2c(cc1OC)[C@H]1C[C@@H](OC(=O)[C@@H](N)C(C)C)[C@H](CC(C)C)CN1CC2,135434,HGF,-14.186397,-14.106922,463,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.16091006,562,-0.052553635,-0.0022230793,HGF_P2RANK_2,0.09688008,541,470,592,457,603,456,0,497,540,P2RANK,0
LPQZKKCYTLCDGQ-WEDXCCLWSA-N,tazobactam,C[C@]1(Cn2ccnn2)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,175716,HGF,-11.722253,-14.10961,464,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.25844523,434,0.03920817,-0.025798881,HGF_P2RANK_1,0.06386546,523,517,569,491,526,387,0,538,512,P2RANK,0
OJFSXZCBGQGRNV-UHFFFAOYSA-N,carbinoxamine,CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1,90675,HGF,-14.943098,-14.128459,465,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.13253461,616,1.1953983,0.1584026,HGF_P2RANK_3,0.12292859,109,428,137,72,241,341,0,228,192,P2RANK,0
DCCSDBARQIPTGU-HSZRJFAPSA-N,fesoterodine,CC(C)C(=O)Oc1ccc(CO)cc1[C@H](CCN(C(C)C)C(C)C)c1ccccc1,29506,HGF,-13.668397,-14.128618,466,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.19160357,515,0.25697175,0.0114336,HGF_P2RANK_1,0.09233924,400,578,354,402,412,567,0,468,451,P2RANK,0
STZYTFJPGGDRJD-NHUWBDDWSA-N,retapamulin,C=C[C@]1(C)C[C@@H](OC(=O)CS[C@@H]2C[C@H]3CC[C@@H](C2)N3C)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,12422,HGF,-14.58971,-14.1364155,467,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.29576603,397,0.482121,0.054001614,HGF_P2RANK_3,0.05179006,369,441,521,290,482,319,0,407,389,P2RANK,0
DHHVAGZRUROJKS-UHFFFAOYSA-N,phentermine,CC(C)(N)Cc1ccccc1,26505,HGF,-15.621387,-14.161027,468,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.13087061,620,0.5729392,0.0672945,HGF_P2RANK_3,0.0898387,239,533,149,288,578,431,0,391,361,P2RANK,0
ASUTZQLVASHGKV-JDFRZJQESA-N,galantamine,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,150306,HGF,-15.818073,-14.168573,469,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.17336038,545,0.38733783,0.04012839,HGF_P2RANK_3,0.13867521,408,397,404,321,169,592,0,430,415,P2RANK,0
GZOSMCIZMLWJML-VJLLXTKPSA-N,abiraterone,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cccnc3)=CC[C@@H]12,176600,HGF,-14.4611225,-14.171949,470,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.69517577,103,1.2686666,0.16912675,HGF_P2RANK_3,0.06638838,401,198,155,188,256,163,0,206,176,P2RANK,0
CEFJVGZHQAGLHS-UHFFFAOYSA-N,ripretinib,CCn1c(=O)c(-c2cc(NC(=O)Nc3ccccc3)c(F)cc2Br)cc2cnc(NC)cc21,85299,HGF,-17.28649,-14.181589,471,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.5746337,163,-0.72250813,-0.12231756,HGF_P2RANK_3,0.07250235,555,652,584,629,714,684,0,658,667,P2RANK,0
PDGKHKMBHVFCMG-UHFFFAOYSA-N,trilaciclib,CN1CCN(c2ccc(Nc3ncc4cc5n(c4n3)C3(CCCCC3)CNC5=O)nc2)CC1,100746,HGF,-17.801624,-14.192784,472,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.86192465,30,0.5118479,0.07011515,HGF_P2RANK_1,0.027375858,231,284,324,443,301,504,0,386,378,P2RANK,0
OYTKINVCDFNREN-UHFFFAOYSA-N,amifampridine,Nc1ccncc1N,256404,HGF,-13.607499,-14.199658,473,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.08928145,685,-0.5552282,-0.09783313,HGF_P2RANK_3,0.07130589,557,615,627,483,696,611,0,632,642,P2RANK,0
WYWIFABBXFUGLM-UHFFFAOYSA-N,oxymetazoline,Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1,184549,HGF,-12.544845,-14.204707,474,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.19074413,516,1.8024529,0.247256,HGF_P2RANK_3,0.08371275,108,180,38,153,70,111,0,121,86,P2RANK,0
XFYDIVBRZNQMJC-UHFFFAOYSA-N,tizanidine,Clc1ccc2nsnc2c1NC1=NCCN1,218494,HGF,-12.385427,-14.24576,475,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.26999885,419,0.67575854,0.083036356,HGF_P2RANK_1,0.106849566,215,399,280,428,168,564,0,355,330,P2RANK,0
ULFRLSNUDGIQQP-UHFFFAOYSA-N,rizatriptan,CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,90951,HGF,-13.2115345,-14.245825,476,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.31877306,371,0.90196514,0.16729985,HGF_P2RANK_2,0.11345682,192,172,78,522,185,250,0,213,264,P2RANK,0
OROGSEYTTFOCAN-DNJOTXNNSA-N,codeine,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341,150336,HGF,-14.910118,-14.250455,477,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.14619382,592,0.7095703,0.08729292,HGF_P2RANK_3,0.10936083,399,423,338,206,181,571,0,344,322,P2RANK,0
XDXWLKQMMKQXPV-QYQHSDTDSA-N,eltrombopag,CC1=NN(c2ccc(C)c(C)c2)C(=O)/C1=N\Nc1cccc(-c2cccc(C(=O)O)c2)c1O,47469,HGF,-14.139375,-14.255407,478,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.16186751,560,1.1443276,0.16315073,HGF_P2RANK_1,0.08350938,164,166,319,422,188,90,0,220,207,P2RANK,0
DWYRIWUZIJHQKQ-SANMLTNESA-N,avapritinib,Cn1cc(-c2cc3c(N4CCN(c5ncc([C@@](C)(N)c6ccc(F)cc6)cn5)CC4)ncnn3c2)cn1,221024,HGF,-15.927574,-14.265126,479,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.9211379,9,-0.8221612,-0.14770475,HGF_P2RANK_1,0.030940287,642,569,695,692,685,670,0,677,673,P2RANK,1
PZFAZQUREQIODZ-LJQANCHMSA-N,gepotidacin,O=c1ccc2ncc(=O)n3c2n1C[C@H]3CN1CCC(NCc2cc3c(cn2)OCCC3)CC1,301827,HGF,-13.021355,-14.27279,480,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.86546904,27,1.6993856,0.25805268,HGF_P2RANK_1,0.058099452,134,69,164,71,55,217,0,109,95,P2RANK,0
YREYEVIYCVEVJK-UHFFFAOYSA-N,rabeprazole,COCCCOc1ccnc(C[S+]([O-])c2nc3ccccc3[nH]2)c1C,117015,HGF,-13.37479,-14.286457,481,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.32607806,364,0.559199,0.0631074,HGF_P2RANK_1,0.16237223,437,431,411,494,398,46,0,394,366,P2RANK,0
VWVSBHGCDBMOOT-IIEHVVJPSA-N,desoximetasone,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,169112,HGF,-16.667822,-14.289022,482,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.4357387,271,0.26743186,0.04462993,HGF_P2RANK_3,0.17056203,624,415,452,496,114,558,0,422,445,P2RANK,0
